,,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG)
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off
1637,Klauss\Klauss,br BRA,FW,Hoffenheim,de Bundesliga,23,1997,4,51,13,1.7,0.6,0,,,4,13,7,0.5,0,3,-3,-5.29,-5.32,1.6,2.4,-0.8,-1.46,-1.44
1638,Ragnar Klavan\Ragnar-Klavan,ee EST,DF,Cagliari,it Serie A,34,1985,15,770,51,22.5,8.6,9,78,,6,11,11,0.87,4,13,-9,-1.05,-0.81,11.6,14.9,-3.3,-0.39,0.1
1639,Philipp Klement\Philipp-Klement,de GER,MFFW,Stuttgart,de Bundesliga,27,1992,18,421,23,13.8,4.7,2,71,,16,17,13,1.17,13,5,8,1.71,1.95,8.3,7.4,0.9,0.19,0.22
1640,Mateusz Klich\Mateusz-Klich,pl POL,MF,Leeds United,eng Premier League,30,1990,35,2393,68,70,26.6,28,79,,7,25,1,1.43,41,44,-3,-0.11,-1.08,40.9,43.6,-2.7,-0.1,0.13
1641,Mateo Klimowicz\Mateo-Klimowicz,de GER,FWMF,Stuttgart,de Bundesliga,20,2000,25,1198,48,39.2,13.3,12,71,,13,27,7,1.04,20,24,-4,-0.3,-0.54,23.4,21.4,2,0.15,0.25
1642,Niklas Klinger\Niklas-Klinger,de GER,GK,Wolfsburg,de Bundesliga,24,1995,0,,,,,0,,,0,,1,,,,,,,,,,,
1643,Fabian Klos\Fabian-Klos,de GER,FW,Arminia,de Bundesliga,32,1987,34,2709,80,88.5,30.1,32,83,,2,25,0,1.03,25,44,-19,-0.63,1.16,27.5,45.4,-17.8,-0.59,1.24
1644,Lukas Klostermann\Lukas-Klostermann,de GER,DF,RB Leipzig,de Bundesliga,24,1996,23,1446,63,47.3,16.1,15,84,,8,24,2,2,28,14,14,0.87,0.09,31.7,13.2,18.5,1.15,0.17
1645,Justin Kluivert\Justin-Kluivert,nl NED,FW,RB Leipzig,de Bundesliga,21,1999,19,813,43,26.6,9,8,72,,11,22,7,1.68,17,12,5,0.55,-0.37,16.9,10.7,6.1,0.68,-0.52
1646,Justin Kluivert\Justin-Kluivert,nl NED,FWMF,Roma,it Serie A,21,1999,2,19,10,0.6,0.2,0,,,2,10,1,1.5,0,0,0,0,-0.26,0.1,0,0.1,0.54,0.08
1647,Lukas Klünter\Lukas-Klunter,de GER,DF,Hertha BSC,de Bundesliga,24,1996,11,990,90,32.4,11,11,90,,0,,8,1,10,15,-5,-0.45,-0.19,11.7,13.2,-1.5,-0.14,0
1648,Ansgar Knauff\Ansgar-Knauff,de GER,FWMF,Dortmund,de Bundesliga,18,2002,4,71,18,2.3,0.8,0,,,4,18,3,1.75,3,2,1,1.27,0.42,2.5,1.6,0.8,1.04,0.22
1649,Robin Knoche\Robin-Knoche,de GER,DF,Union Berlin,de Bundesliga,28,1992,34,3042,89,99.4,33.8,34,89,,0,,0,1.47,50,42,8,0.24,5.24,45.8,39.7,6.1,0.18,8.04
1650,Anthony Knockaert\Anthony-Knockaert,fr FRA,FWMF,Fulham,eng Premier League,28,1991,0,,,,,0,,,0,,3,,,,,,,,,,,
1651,Dialy Kobaly Ndiaye\Dialy-Kobaly-Ndiaye,sn SEN,GK,Reims,fr Ligue 1,21,1999,0,,,,,0,,,0,,3,,,,,,,,,,,
1652,Gregor Kobel\Gregor-Kobel,ch SUI,GK,Stuttgart,de Bundesliga,22,1997,33,2970,90,97.1,33,33,90,,0,,0,1.27,54,54,0,0,-1,51.9,51.2,0.7,0.02,0.78
1653,Robin Koch\Robin-Koch,de GER,DFMF,Leeds United,eng Premier League,24,1996,17,1132,67,33.1,12.6,13,84,,4,11,2,1.59,20,21,-1,-0.08,-0.43,22.1,21.4,0.7,0.06,0.3
1654,Giorgi Kochorashvili\Giorgi-Kochorashvili,ge GEO,MF,Levante,es La Liga,21,1999,3,23,8,0.7,0.3,0,,,3,8,6,1.33,0,1,-1,-3.91,-3.65,0.1,0.3,-0.2,-0.64,-0.3
1655,Kenan Kodro\Kenan-Kodro,ba BIH,FW,Valladolid,es La Liga,26,1993,14,459,33,13.4,5.1,4,71,,10,18,1,0.64,2,10,-8,-1.57,-1.11,3.8,6.5,-2.7,-0.54,-0.17
1656,Kenan Kodro\Kenan-Kodro,ba BIH,FWMF,Athletic Club,es La Liga,26,1993,3,44,15,1.3,0.5,0,,,3,15,10,1,2,0,2,4.09,4.04,1.1,0.4,0.8,1.56,1.36
1657,Dominik Kohr\Dominik-Kohr,de GER,MF,Mainz 05,de Bundesliga,26,1994,17,1268,75,41.4,14.1,14,88,,3,12,0,1.88,22,18,4,0.28,1.34,24.3,16.3,8,0.56,1.15
1658,Dominik Kohr\Dominik-Kohr,de GER,MFFW,Eint Frankfurt,de Bundesliga,26,1994,7,260,37,8.5,2.9,2,68,,5,25,8,1.29,3,5,-2,-0.69,-1.27,5.5,4.8,0.7,0.25,0.02
1659,Koba Koindredi\Koba-Koindredi,fr FRA,MF,Valencia,es La Liga,18,2001,2,15,8,0.4,0.2,0,,,2,8,15,0,0,1,-1,-6,-5.95,0.2,0.5,-0.3,-2.07,-1.81
1660,Koke\Koke,es ESP,MF,Atlético Madrid,es La Liga,28,1992,37,3021,82,88.3,33.6,34,87,,3,25,0,2.24,59,22,37,1.1,-0.03,47,28.8,18.3,0.54,0.23
1661,Aleksandr Kokorin\Aleksandr-Kokorin,ru RUS,FWMF,Fiorentina,it Serie A,29,1991,4,94,24,2.7,1,0,,,4,24,5,0.25,1,2,-1,-0.96,-0.66,0.8,2,-1.2,-1.17,-0.93
1662,Aleksandar Kolarov\Aleksandar-Kolarov,rs SRB,DF,Inter,it Serie A,34,1985,7,390,56,11.4,4.3,4,90,,3,10,16,2,13,10,3,0.69,-0.82,11.7,7.6,4,0.93,-0.03
1663,Sead Kolašinac\Sead-Kolasinac,ba BIH,DF,Arsenal,eng Premier League,27,1993,1,90,90,2.6,1,1,90,,0,,3,3,2,1,1,1,0.59,1.4,1.9,-0.5,-0.55,-0.81
1664,Sead Kolašinac\Sead-Kolasinac,ba BIH,DFMF,Schalke 04,de Bundesliga,27,1993,17,1426,84,46.6,15.8,16,88,,1,17,0,0.53,12,38,-26,-1.64,0.29,11.1,27.9,-16.8,-1.06,0.28
1665,Randal Kolo Muani\Randal-Kolo-Muani,fr FRA,FW,Nantes,fr Ligue 1,21,1998,37,3029,82,88.6,33.7,35,85,,2,32,0,1.05,44,48,-4,-0.12,0.8,43.9,50.9,-7,-0.21,-0.1
1666,Timothée Kolodziejczak\Timothee-Kolodziejczak,fr FRA,DF,Saint-Étienne,fr Ligue 1,28,1991,24,2036,85,59.5,22.6,23,86,,1,64,8,1.21,22,31,-9,-0.4,-0.2,26.7,27.7,-1,-0.04,-0.09
1667,Ghislain Konan\Ghislain-Konan,ci CIV,DF,Reims,fr Ligue 1,24,1995,31,2613,84,76.4,29,29,89,,2,16,0,1.06,27,35,-8,-0.28,-0.28,23.2,46,-22.7,-0.78,-0.24
1668,Ibrahima Konaté\Ibrahima-Konate,fr FRA,DF,RB Leipzig,de Bundesliga,21,1999,14,695,50,22.7,7.7,8,76,,6,15,10,2.21,16,9,7,0.91,0.11,11.8,8.2,3.5,0.46,-0.79
1669,Moussa Konaté\Moussa-Konate,sn SEN,FW,Dijon,fr Ligue 1,27,1993,27,1196,44,35,13.3,13,73,,14,18,1,0.59,11,23,-12,-0.9,0.55,13.3,29,-15.7,-1.18,-0.06
1670,Geoffrey Kondogbia\Geoffrey-Kondogbia,cf CTA,MFFW,Atlético Madrid,es La Liga,27,1993,25,611,24,17.9,6.8,4,71,,21,16,6,2.32,9,5,4,0.59,-0.63,8.3,7.7,0.7,0.1,-0.51
1671,Geoffrey Kondogbia\Geoffrey-Kondogbia,cf CTA,MF,Valencia,es La Liga,27,1993,5,440,88,12.9,4.9,5,88,,0,,0,1.4,7,7,0,0,0.09,3.8,8.4,-4.6,-0.93,-0.76
1672,Lamine Koné\Lamine-Kone,ci CIV,DF,Strasbourg,fr Ligue 1,31,1989,15,1042,69,30.5,11.6,12,84,,3,10,9,1,15,24,-9,-0.78,-0.78,14.7,18.6,-3.9,-0.34,-0.72
1673,Moussa Koné\Moussa-Kone,sn SEN,FW,Nîmes,fr Ligue 1,23,1996,33,1755,53,51.3,19.5,21,72,,12,21,3,0.91,24,37,-13,-0.67,0.31,24.2,28.1,-4,-0.2,0.85
1674,Youssouf Koné\Youssouf-Kone,ml MLI,DFFW,Elche,es La Liga,25,1995,3,73,24,2.1,0.8,1,37,,2,18,7,2.33,0,1,-1,-1.23,-0.7,0.1,2,-1.9,-2.38,-1.68
1675,Youssouf Koné\Youssouf-Kone,ml MLI,DF,Lyon,fr Ligue 1,25,1995,0,,,,,0,,,0,,2,,,,,,,,,,,
1676,Terence Kongolo\Terence-Kongolo,nl NED,DF,Fulham,eng Premier League,26,1994,1,90,90,2.6,1,1,90,,0,,9,0,0,1,-1,-1,-0.32,0.9,0.4,0.4,0.42,0.76
1677,Ezri Konsa\Ezri-Konsa,eng ENG,DF,Aston Villa,eng Premier League,22,1997,36,3196,89,93.5,35.5,35,90,,1,46,0,1.42,51,46,5,0.14,-1.47,47.1,52,-4.9,-0.14,-2.17
1678,Nils-Jonathan Körber\Nils-Jonathan-Korber,de GER,GK,Hertha BSC,de Bundesliga,23,1996,0,,,,,0,,,0,,7,,,,,,,,,,,
1679,Laurent Koscielny\Laurent-Koscielny,fr FRA,DF,Bordeaux,fr Ligue 1,34,1985,26,2218,85,64.9,24.6,25,87,,1,35,0,1.04,25,35,-10,-0.41,-0.11,26.4,39,-12.6,-0.51,-0.35
1680,Filip Kostić\Filip-Kostic,rs SRB,DF,Eint Frankfurt,de Bundesliga,27,1992,30,2534,84,82.8,28.2,29,87,,1,4,0,1.83,59,42,17,0.6,0.77,45,39.1,5.9,0.21,-0.1
1681,Márk Kosznovszky\Mark-Kosznovszky,hu HUN,MF,Parma,it Serie A,18,2002,1,90,90,2.6,1,1,90,,0,,0,0,0,3,-3,-3,-1.89,0.8,1.3,-0.6,-0.58,-0.02
1682,Christian Kouamé\Christian-Kouame,ci CIV,FW,Fiorentina,it Serie A,22,1997,33,995,30,29.1,11.1,9,68,,24,16,2,1.12,11,17,-6,-0.54,-0.32,13.2,15.9,-2.7,-0.25,0.02
1683,Nianzou Kouassi\Nianzou-Kouassi,fr FRA,DFMF,Bayern Munich,de Bundesliga,18,2002,6,118,20,3.9,1.3,0,,,6,20,3,2.17,2,1,1,0.76,-0.89,1.6,1.3,0.3,0.26,-0.8
1684,Tomáš Koubek\Tomas-Koubek,cz CZE,GK,Augsburg,de Bundesliga,27,1992,0,,,,,0,,,0,,34,,,,,,,,,,,
1685,Kalidou Koulibaly\Kalidou-Koulibaly,sn SEN,DF,Napoli,it Serie A,29,1991,26,2209,85,64.6,24.5,25,88,,1,13,1,2.04,54,21,33,1.34,0.45,39.6,23.9,15.7,0.64,-0.12
1686,Billy Koumetio\Billy-Koumetio,fr FRA,DF,Liverpool,eng Premier League,17,2002,0,,,,,0,,,0,,3,,,,,,,,,,,
1687,Jules Koundé\Jules-Kounde,fr FRA,DF,Sevilla,es La Liga,21,1998,34,2975,88,87,33.1,33,90,,1,10,1,2.18,48,28,20,0.61,0.61,44,31.3,12.7,0.39,-0.26
1688,Boubakar Kouyaté\Boubakar-Kouyate,ml MLI,DF,Metz,fr Ligue 1,23,1997,25,1964,79,57.4,21.8,21,90,,4,19,9,1.12,21,29,-8,-0.37,-0.61,21.8,27.4,-5.6,-0.26,-0.1
1689,Cheikhou Kouyaté\Cheikhou-Kouyate,sn SEN,DF,Crystal Palace,eng Premier League,30,1989,36,3121,87,91.3,34.7,35,89,,1,1,1,1.22,39,56,-17,-0.49,1.92,30.9,51.9,-21,-0.6,0.64
1690,Mateo Kovačić\Mateo-Kovacic,hr CRO,MF,Chelsea,eng Premier League,26,1994,27,1815,67,53.1,20.2,21,79,,6,24,3,1.74,26,26,0,0,-1.23,32.5,18.1,14.4,0.71,-0.23
1691,Viktor Kovalenko\Viktor-Kovalenko,ua UKR,FW,Atalanta,it Serie A,24,1996,1,4,4,0.1,0,0,,,1,4,13,3,0,0,0,0,-1.13,0,0,0,0.56,-0.36
1692,Emil Krafth\Emil-Krafth,se SWE,DF,Newcastle Utd,eng Premier League,25,1994,16,1288,81,37.7,14.3,14,85,,2,48,17,1.38,20,27,-7,-0.49,-0.11,16.2,21.2,-5,-0.35,0
1693,Andrej Kramarić\Andrej-Kramaric,hr CRO,FWMF,Hoffenheim,de Bundesliga,29,1991,28,2379,85,77.7,26.4,26,88,,2,42,0,1.46,43,41,2,0.08,0.6,40.8,39.9,0.9,0.03,0.36
1694,Christoph Kramer\Christoph-Kramer,de GER,MF,M'Gladbach,de Bundesliga,29,1991,28,2033,73,66.4,22.6,23,83,,5,26,3,1.5,39,37,2,0.09,-0.44,35.2,28.5,6.8,0.3,-0.04
1695,Titas Krapikas\Titas-Krapikas,lt LTU,GK,Spezia,it Serie A,21,1999,0,,,,,0,,,0,,23,,,,,,,,,,,
1696,Jean-Philippe Krasso\Jean-Philippe-Krasso,fr FRA,FW,Saint-Étienne,fr Ligue 1,23,1997,6,223,37,6.5,2.5,2,67,,4,23,7,0.83,1,4,-3,-1.21,-0.96,2.6,4.3,-1.7,-0.71,-0.75
1697,Dimo Krastev\Dimo-Krastev,bg BUL,MF,Fiorentina,it Serie A,17,2003,0,,,,,0,,,0,,3,,,,,,,,,,,
1698,Toni Kroos\Toni-Kroos,de GER,MF,Real Madrid,es La Liga,30,1990,28,2117,76,61.9,23.5,24,84,,4,24,3,2.07,41,21,20,0.85,-0.46,35.7,23.4,12.3,0.52,-0.37
1699,Filip Krovinović\Filip-Krovinovic,hr CRO,MF,West Brom,eng Premier League,24,1995,11,546,50,16,6.1,5,83,,6,22,5,0.55,2,11,-9,-1.48,-0.48,3.8,9.8,-6.1,-1,-0.13
1700,Rade Krunić\Rade-Krunic,ba BIH,MFFW,Milan,it Serie A,26,1993,25,723,29,21.1,8,5,71,,20,18,10,2.6,16,9,7,0.87,0,12.7,13.2,-0.5,-0.06,-0.93
1701,Max Kruse\Max-Kruse,de GER,FWMF,Union Berlin,de Bundesliga,32,1988,22,1629,74,53.2,18.1,19,82,,3,25,1,1.5,32,26,6,0.33,0.27,27.2,22,5.2,0.29,0.33
1702,Altin Kryeziu\Altin-Kryeziu,xk KVX,MF,Torino,it Serie A,18,2002,0,,,,,0,,,0,,4,,,,,,,,,,,
1703,Lukas Kübler\Lukas-Kubler,de GER,DF,Freiburg,de Bundesliga,27,1992,19,884,47,28.9,9.8,11,69,,8,15,9,1.58,15,17,-2,-0.2,-0.29,11.8,17.1,-5.2,-0.53,-0.44
1704,Takefusa Kubo\Takefusa-Kubo,jp JPN,MFFW,Villarreal,es La Liga,19,2001,13,299,23,8.7,3.3,2,59,,11,16,3,1.69,2,1,1,0.3,-0.13,4.5,2.5,2,0.61,0.26
1705,Takefusa Kubo\Takefusa-Kubo,jp JPN,MFFW,Getafe,es La Liga,19,2001,18,805,45,23.5,8.9,8,73,,10,22,4,0.89,9,12,-3,-0.34,0.08,8.5,8.4,0.1,0.01,0.28
1706,Juraj Kucka\Juraj-Kucka,sk SVK,MFFW,Parma,it Serie A,33,1987,28,2334,83,68.2,25.9,28,83,,0,,0,0.54,24,50,-26,-1,0.49,27,34.7,-7.7,-0.3,0.84
1707,Kuki\Kuki,es ESP,MF,Valladolid,es La Liga,22,1998,2,30,15,0.9,0.3,0,,,2,15,10,1,2,1,1,3,3.64,0.4,0.1,0.3,0.79,1.19
1708,Dejan Kulusevski\Dejan-Kulusevski,se SWE,MFFW,Juventus,it Serie A,20,2000,35,1923,55,56.2,21.4,19,80,,16,26,2,2.03,48,21,27,1.26,0.54,45.6,22,23.6,1.11,0.36
1709,Marash Kumbulla\Marash-Kumbulla,al ALB,DF,Roma,it Serie A,20,2000,21,1363,65,39.9,15.1,14,81,,7,32,8,1.9,32,24,8,0.53,0.44,27.8,19.2,8.7,0.57,0.18
1710,Pierre Kunde\Pierre-Kunde,cm CMR,MF,Mainz 05,de Bundesliga,25,1995,11,513,47,16.8,5.7,6,70,,5,19,4,0.55,4,7,-3,-0.53,-0.03,6.3,6.1,0.2,0.03,0.17
1711,Fabian Kunze\Fabian-Kunze,de GER,MF,Arminia,de Bundesliga,22,1998,26,1270,49,41.5,14.1,12,86,,14,17,7,1.19,11,30,-19,-1.35,-0.99,14.3,23.8,-9.5,-0.68,0.1
1712,Jasmin Kurtić\Jasmin-Kurtic,si SVN,MF,Parma,it Serie A,31,1989,34,2739,81,80.1,30.4,31,84,,3,44,0,0.56,32,62,-30,-0.99,0.86,31,48,-17,-0.56,0.03
1713,Layvin Kurzawa\Layvin-Kurzawa,fr FRA,DF,Paris S-G,fr Ligue 1,27,1992,19,1278,67,37.4,14.2,15,82,,4,13,6,2,28,11,17,1.2,-0.53,26.3,14.9,11.4,0.8,-0.61
1714,Dereck Kutesa\Dereck-Kutesa,ch SUI,MFFW,Reims,fr Ligue 1,22,1997,28,687,25,20.1,7.6,6,54,,22,16,9,0.93,6,12,-6,-0.79,-0.72,4.1,10.7,-6.6,-0.86,-0.17
1715,Ahmed Kutucu\Ahmed-Kutucu,tr TUR,FWMF,Schalke 04,de Bundesliga,20,2000,7,108,15,3.5,1.2,0,,,7,15,4,0.43,0,3,-3,-2.5,-0.73,0.7,1.9,-1.2,-1,0.21
1716,Enock Kwateng\Enock-Kwateng,fr FRA,DF,Bordeaux,fr Ligue 1,23,1997,18,1038,58,30.4,11.5,12,80,,6,14,19,1.22,10,14,-4,-0.35,0.03,11.8,16.6,-4.8,-0.41,-0.04
1717,Antonino La Gumina\Antonino-La-Gumina,it ITA,FW,Sampdoria,it Serie A,24,1996,9,341,38,10,3.8,4,64,,5,17,24,1.33,6,6,0,0,0.06,3.7,5.9,-2.2,-0.58,-0.33
1718,Gaëtan Laborde\Gaetan-Laborde,fr FRA,FWMF,Montpellier,fr Ligue 1,26,1994,38,3256,86,95.2,36.2,38,86,,0,,0,1.42,59,58,1,0.03,1.67,47.1,61,-13.9,-0.38,1.65
1719,Valerio Labriola\Valerio-Labriola,it ITA,MF,Napoli,it Serie A,19,2001,0,,,,,0,,,0,,5,,,,,,,,,,,
1720,Alexandre Lacazette\Alexandre-Lacazette,fr FRA,FW,Arsenal,eng Premier League,29,1991,31,1923,62,56.2,21.4,22,80,,9,19,5,1.52,32,21,11,0.51,0.21,32.7,24.9,7.8,0.37,0.28
1721,Tom Lacoux\Tom-Lacoux,fr FRA,MF,Bordeaux,fr Ligue 1,18,2002,13,523,40,15.3,5.8,6,74,,7,12,6,1,5,10,-5,-0.86,-0.58,6,8.8,-2.8,-0.48,-0.11
1722,Lenny Lacroix\Lenny-Lacroix,fr FRA,DF,Metz,fr Ligue 1,17,2003,0,,,,,0,,,0,,4,,,,,,,,,,,
1723,Maxence Lacroix\Maxence-Lacroix,fr FRA,DF,Wolfsburg,de Bundesliga,20,2000,30,2590,86,84.6,28.8,29,89,,1,13,2,1.77,49,32,17,0.59,-0.75,41.9,35.2,6.7,0.23,0.09
1724,Riccardo Ladinetti\Riccardo-Ladinetti,it ITA,MF,Cagliari,it Serie A,19,2000,0,,,,,0,,,0,,1,,,,,,,,,,,
1725,Alban Lafont\Alban-Lafont,fr FRA,GK,Nantes,fr Ligue 1,21,1999,38,3420,90,100,38,38,90,,0,,0,1.05,47,55,-8,-0.21,,48.5,56,-7.5,-0.2,
1726,Víctor Laguardia\Victor-Laguardia,es ESP,DF,Alavés,es La Liga,30,1989,32,2631,82,76.9,29.2,30,85,,2,45,5,1.03,32,46,-14,-0.48,0.32,35.8,42,-6.3,-0.21,0.05
1727,Konrad Laimer\Konrad-Laimer,at AUT,DFFW,RB Leipzig,de Bundesliga,23,1997,3,84,28,2.7,0.9,1,45,,2,20,1,0.33,1,4,-3,-3.21,-4.15,2.7,2.2,0.4,0.47,-0.61
1728,Stefan Lainer\Stefan-Lainer,at AUT,DF,M'Gladbach,de Bundesliga,27,1992,33,2768,84,90.5,30.8,31,88,,2,26,0,1.48,57,49,8,0.26,0.26,49,39.3,9.7,0.32,0.03
1729,Diego Lainez\Diego-Lainez,mx MEX,FW,Betis,es La Liga,20,2000,21,862,41,25.2,9.6,8,73,,13,22,10,1.76,12,5,7,0.73,0.98,10.5,11.1,-0.6,-0.06,-0.1
1730,Kenny Lala\Kenny-Lala,fr FRA,DF,Strasbourg,fr Ligue 1,28,1991,21,1834,87,53.6,20.4,21,87,,0,,0,1.14,30,32,-2,-0.1,0.3,33,26.6,6.4,0.32,0.34
1731,Adam Lallana\Adam-Lallana,eng ENG,MFFW,Brighton,eng Premier League,32,1988,30,1596,53,46.7,17.7,16,77,,14,26,1,1.13,20,18,2,0.11,0.51,24.6,14.9,9.8,0.55,0.35
1732,Érik Lamela\Erik-Lamela,ar ARG,FWMF,Tottenham,eng Premier League,28,1992,23,717,31,21,8,5,61,,18,23,5,1.52,16,17,-1,-0.13,-0.92,14.4,14.1,0.3,0.04,-0.11
1733,Sam Lammers\Sam-Lammers,nl NED,FWMF,Atalanta,it Serie A,23,1997,15,291,19,8.5,3.2,1,45,,14,18,21,1.67,4,6,-2,-0.62,-1.91,6.2,6.1,0.1,0.04,-0.96
1734,Tariq Lamptey\Tariq-Lamptey,eng ENG,DF,Brighton,eng Premier League,19,2000,11,886,81,25.9,9.8,11,81,,0,,0,0.91,12,15,-3,-0.3,-0.2,12.9,9.4,3.5,0.36,-0.01
1735,Loïck Landre\Loick-Landre,fr FRA,DF,Nîmes,fr Ligue 1,28,1992,20,1626,81,47.5,18.1,20,81,,0,,6,0.85,21,33,-12,-0.66,0.29,19.8,35.7,-15.9,-0.88,-0.5
1736,Michael Lang\Michael-Lang,ch SUI,DFMF,M'Gladbach,de Bundesliga,29,1991,0,,,,,0,,,0,,19,,,,,,,,,,,
1737,Michael Langer\Michael-Langer,at AUT,GK,Schalke 04,de Bundesliga,35,1985,3,239,80,7.8,2.7,2,90,,1,59,18,0,1,12,-11,-4.14,-2.55,3.5,6.5,-3.1,-1.16,0.06
1738,Daniel Langley\Daniel-Langley,eng ENG,GK,Newcastle Utd,eng Premier League,19,2000,0,,,,,0,,,0,,1,,,,,,,,,,,
1739,Manuel Lanzini\Manuel-Lanzini,ar ARG,MFFW,West Ham,eng Premier League,27,1993,17,566,33,16.5,6.3,5,63,,12,21,15,1.47,13,5,8,1.27,1.05,9,7.7,1.3,0.2,0.06
1740,Gianluca Lapadula\Gianluca-Lapadula,pe PER,FW,Benevento,it Serie A,30,1990,37,2563,69,74.9,28.5,29,79,,8,32,1,0.86,30,51,-21,-0.74,0.73,34.2,46.1,-11.8,-0.42,0.91
1741,Aymeric Laporte\Aymeric-Laporte,es ESP,DF,Manchester City,eng Premier League,26,1994,16,1344,84,39.3,14.9,14,90,,2,42,12,2.38,30,10,20,1.34,0,29.4,10.7,18.8,1.26,0.25
1742,Julien Laporte\Julien-Laporte,fr FRA,DF,Lorient,fr Ligue 1,26,1993,30,2659,89,77.7,29.5,30,89,,0,,4,1.2,38,47,-9,-0.3,0.76,37.6,38.2,-0.6,-0.02,0.41
1743,Danilo Larangeira\Danilo-Larangeira,br BRA,DF,Bologna,it Serie A,36,1984,35,3132,89,91.6,34.8,34,90,,1,72,0,1.14,48,58,-10,-0.29,0.96,49.1,58.7,-9.5,-0.27,0.28
1744,Gautier Larsonneur\Gautier-Larsonneur,fr FRA,GK,Brest,fr Ligue 1,23,1997,35,3150,90,92.1,35,35,90,,0,,3,1.06,46,62,-16,-0.46,-0.46,42.9,50.1,-7.2,-0.2,0.18
1745,Kevin Lasagna\Kevin-Lasagna,it ITA,FW,Udinese,it Serie A,27,1992,17,1103,65,32.3,12.3,12,84,,5,19,1,0.82,9,20,-11,-0.9,-0.7,17.4,15.1,2.4,0.19,0.64
1746,Kevin Lasagna\Kevin-Lasagna,it ITA,FW,Hellas Verona,it Serie A,27,1992,19,1267,67,37,14.1,14,80,,5,29,0,0.79,19,20,-1,-0.07,-0.03,14.5,19.8,-5.3,-0.38,-0.32
1747,Jamaal Lascelles\Jamaal-Lascelles,eng ENG,DF,Newcastle Utd,eng Premier League,26,1993,19,1625,86,47.5,18.1,19,86,,0,,0,0.79,12,32,-20,-1.11,-1.31,16.8,27,-10.2,-0.56,-0.42
1748,Paul Lasne\Paul-Lasne,fr FRA,MF,Brest,fr Ligue 1,31,1989,22,1681,76,49.2,18.7,19,85,,3,23,2,1.27,27,23,4,0.21,1.25,20.6,27.7,-7.1,-0.38,-0.31
1749,Toni Lato\Toni-Lato,es ESP,DF,Valencia,es La Liga,22,1997,15,728,49,21.3,8.1,8,84,,7,8,19,1.2,6,11,-5,-0.62,-0.68,9.3,11.1,-1.8,-0.23,0.06
1750,Danny Latza\Danny-Latza,de GER,MF,Mainz 05,de Bundesliga,30,1989,29,1800,62,58.8,20,21,79,,8,18,2,1,21,43,-22,-1.1,-1.46,22.3,33.6,-11.3,-0.56,-1.1
1751,Armand Lauriente\Armand-Lauriente,fr FRA,FWMF,Lorient,fr Ligue 1,21,1998,29,1622,56,47.4,18,16,81,,13,26,2,1.14,23,33,-10,-0.55,-0.15,25.1,24.8,0.3,0.02,0.25
1752,Vincent Laurini\Vincent-Laurini,fr FRA,DF,Parma,it Serie A,31,1989,14,870,62,25.4,9.7,10,75,,4,30,9,0.86,13,25,-12,-1.24,-0.11,10.2,15.4,-5.2,-0.54,0.03
1753,Lauti\Lauti,uy URU,MFFW,Celta Vigo,es La Liga,19,2001,1,14,14,0.4,0.2,0,,,1,14,7,3,0,0,0,0,0.05,0.1,0.3,-0.2,-1.33,-1.29
1754,Wesley Lautoa\Wesley-Lautoa,nc NCL,MFDF,Dijon,fr Ligue 1,32,1987,25,1608,64,47,17.9,19,78,,6,21,3,0.24,9,42,-33,-1.85,-1.1,14.7,41.8,-27.2,-1.52,-0.72
1755,Dimitri Lavalée\Dimitri-Lavalee,be BEL,DF,Mainz 05,de Bundesliga,23,1997,0,,,,,0,,,0,,3,,,,,,,,,,,
1756,Diego Laxalt\Diego-Laxalt,uy URU,DFMF,Milan,it Serie A,27,1993,0,,,,,0,,,0,,3,,,,,,,,,,,
1757,Valentino Lazaro\Valentino-Lazaro,at AUT,DFFW,M'Gladbach,de Bundesliga,24,1996,22,1240,56,40.5,13.8,13,79,,9,24,1,1.23,25,24,1,0.07,-0.27,23,18.8,4.1,0.3,-0.02
1758,Darko Lazović\Darko-Lazovic,rs SRB,DF,Hellas Verona,it Serie A,29,1990,32,2503,78,73.2,27.8,27,86,,5,34,1,1,34,38,-4,-0.14,-0.34,32.5,36.1,-3.5,-0.13,0.19
1759,Manuel Lazzari\Manuel-Lazzari,it ITA,DF,Lazio,it Serie A,26,1993,32,2613,82,76.4,29,30,84,,2,43,0,1.75,51,40,11,0.38,0.94,49.2,36.3,12.9,0.44,0.54
1760,Jérémy Le Douaron\Jeremy-Le-Douaron,fr FRA,FWMF,Brest,fr Ligue 1,22,1998,28,816,29,23.9,9.1,7,65,,21,17,3,1.11,13,16,-3,-0.33,0.12,13.1,12.8,0.3,0.03,0.33
